A Plate with Applied Pressure Loads                  27-May-25
Plane stress
     400     441                     ! No. of Elements, No. of Nodes
   3.0e+07     0.3               ! Young's Modulus, Poisson's Ratio
# Nodes:
       1  0.00000000e+00  0.00000000e+00
       2  1.00000000e-01  2.50000000e-02
       3  2.00000000e-01  5.00000000e-02
       4  3.00000000e-01  7.50000000e-02
       5  4.00000000e-01  1.00000000e-01
       6  5.00000000e-01  1.25000000e-01
       7  6.00000000e-01  1.50000000e-01
       8  7.00000000e-01  1.75000000e-01
       9  8.00000000e-01  2.00000000e-01
      10  9.00000000e-01  2.25000000e-01
      11  1.00000000e+00  2.50000000e-01
      12  1.10000000e+00  2.75000000e-01
      13  1.20000000e+00  3.00000000e-01
      14  1.30000000e+00  3.25000000e-01
      15  1.40000000e+00  3.50000000e-01
      16  1.50000000e+00  3.75000000e-01
      17  1.60000000e+00  4.00000000e-01
      18  1.70000000e+00  4.25000000e-01
      19  1.80000000e+00  4.50000000e-01
      20  1.90000000e+00  4.75000000e-01
      21  2.00000000e+00  5.00000000e-01
      22  0.00000000e+00  5.00000000e-02
      23  1.00000000e-01  7.37500000e-02
      24  2.00000000e-01  9.75000000e-02
      25  3.00000000e-01  1.21250000e-01
      26  4.00000000e-01  1.45000000e-01
      27  5.00000000e-01  1.68750000e-01
      28  6.00000000e-01  1.92500000e-01
      29  7.00000000e-01  2.16250000e-01
      30  8.00000000e-01  2.40000000e-01
      31  9.00000000e-01  2.63750000e-01
      32  1.00000000e+00  2.87500000e-01
      33  1.10000000e+00  3.11250000e-01
      34  1.20000000e+00  3.35000000e-01
      35  1.30000000e+00  3.58750000e-01
      36  1.40000000e+00  3.82500000e-01
      37  1.50000000e+00  4.06250000e-01
      38  1.60000000e+00  4.30000000e-01
      39  1.70000000e+00  4.53750000e-01
      40  1.80000000e+00  4.77500000e-01
      41  1.90000000e+00  5.01250000e-01
      42  2.00000000e+00  5.25000000e-01
      43  0.00000000e+00  1.00000000e-01
      44  1.00000000e-01  1.22500000e-01
      45  2.00000000e-01  1.45000000e-01
      46  3.00000000e-01  1.67500000e-01
      47  4.00000000e-01  1.90000000e-01
      48  5.00000000e-01  2.12500000e-01
      49  6.00000000e-01  2.35000000e-01
      50  7.00000000e-01  2.57500000e-01
      51  8.00000000e-01  2.80000000e-01
      52  9.00000000e-01  3.02500000e-01
      53  1.00000000e+00  3.25000000e-01
      54  1.10000000e+00  3.47500000e-01
      55  1.20000000e+00  3.70000000e-01
      56  1.30000000e+00  3.92500000e-01
      57  1.40000000e+00  4.15000000e-01
      58  1.50000000e+00  4.37500000e-01
      59  1.60000000e+00  4.60000000e-01
      60  1.70000000e+00  4.82500000e-01
      61  1.80000000e+00  5.05000000e-01
      62  1.90000000e+00  5.27500000e-01
      63  2.00000000e+00  5.50000000e-01
      64  0.00000000e+00  1.50000000e-01
      65  1.00000000e-01  1.71250000e-01
      66  2.00000000e-01  1.92500000e-01
      67  3.00000000e-01  2.13750000e-01
      68  4.00000000e-01  2.35000000e-01
      69  5.00000000e-01  2.56250000e-01
      70  6.00000000e-01  2.77500000e-01
      71  7.00000000e-01  2.98750000e-01
      72  8.00000000e-01  3.20000000e-01
      73  9.00000000e-01  3.41250000e-01
      74  1.00000000e+00  3.62500000e-01
      75  1.10000000e+00  3.83750000e-01
      76  1.20000000e+00  4.05000000e-01
      77  1.30000000e+00  4.26250000e-01
      78  1.40000000e+00  4.47500000e-01
      79  1.50000000e+00  4.68750000e-01
      80  1.60000000e+00  4.90000000e-01
      81  1.70000000e+00  5.11250000e-01
      82  1.80000000e+00  5.32500000e-01
      83  1.90000000e+00  5.53750000e-01
      84  2.00000000e+00  5.75000000e-01
      85  0.00000000e+00  2.00000000e-01
      86  1.00000000e-01  2.20000000e-01
      87  2.00000000e-01  2.40000000e-01
      88  3.00000000e-01  2.60000000e-01
      89  4.00000000e-01  2.80000000e-01
      90  5.00000000e-01  3.00000000e-01
      91  6.00000000e-01  3.20000000e-01
      92  7.00000000e-01  3.40000000e-01
      93  8.00000000e-01  3.60000000e-01
      94  9.00000000e-01  3.80000000e-01
      95  1.00000000e+00  4.00000000e-01
      96  1.10000000e+00  4.20000000e-01
      97  1.20000000e+00  4.40000000e-01
      98  1.30000000e+00  4.60000000e-01
      99  1.40000000e+00  4.80000000e-01
     100  1.50000000e+00  5.00000000e-01
     101  1.60000000e+00  5.20000000e-01
     102  1.70000000e+00  5.40000000e-01
     103  1.80000000e+00  5.60000000e-01
     104  1.90000000e+00  5.80000000e-01
     105  2.00000000e+00  6.00000000e-01
     106  0.00000000e+00  2.50000000e-01
     107  1.00000000e-01  2.68750000e-01
     108  2.00000000e-01  2.87500000e-01
     109  3.00000000e-01  3.06250000e-01
     110  4.00000000e-01  3.25000000e-01
     111  5.00000000e-01  3.43750000e-01
     112  6.00000000e-01  3.62500000e-01
     113  7.00000000e-01  3.81250000e-01
     114  8.00000000e-01  4.00000000e-01
     115  9.00000000e-01  4.18750000e-01
     116  1.00000000e+00  4.37500000e-01
     117  1.10000000e+00  4.56250000e-01
     118  1.20000000e+00  4.75000000e-01
     119  1.30000000e+00  4.93750000e-01
     120  1.40000000e+00  5.12500000e-01
     121  1.50000000e+00  5.31250000e-01
     122  1.60000000e+00  5.50000000e-01
     123  1.70000000e+00  5.68750000e-01
     124  1.80000000e+00  5.87500000e-01
     125  1.90000000e+00  6.06250000e-01
     126  2.00000000e+00  6.25000000e-01
     127  0.00000000e+00  3.00000000e-01
     128  1.00000000e-01  3.17500000e-01
     129  2.00000000e-01  3.35000000e-01
     130  3.00000000e-01  3.52500000e-01
     131  4.00000000e-01  3.70000000e-01
     132  5.00000000e-01  3.87500000e-01
     133  6.00000000e-01  4.05000000e-01
     134  7.00000000e-01  4.22500000e-01
     135  8.00000000e-01  4.40000000e-01
     136  9.00000000e-01  4.57500000e-01
     137  1.00000000e+00  4.75000000e-01
     138  1.10000000e+00  4.92500000e-01
     139  1.20000000e+00  5.10000000e-01
     140  1.30000000e+00  5.27500000e-01
     141  1.40000000e+00  5.45000000e-01
     142  1.50000000e+00  5.62500000e-01
     143  1.60000000e+00  5.80000000e-01
     144  1.70000000e+00  5.97500000e-01
     145  1.80000000e+00  6.15000000e-01
     146  1.90000000e+00  6.32500000e-01
     147  2.00000000e+00  6.50000000e-01
     148  0.00000000e+00  3.50000000e-01
     149  1.00000000e-01  3.66250000e-01
     150  2.00000000e-01  3.82500000e-01
