A Plate with Applied Pressure Loads                  26-FEB-15
Plane stress
      4         9                     ! No. of Elements, No. of Nodes
      1.0       0.3 		       ! Young's Modulus, Poisson's Ratio
# Nodes:
       1   	  0.e0	  0.e0
       2   	  0.5e0  0.e0
       3   	  1.e0	  0.e0
       4   	  0.e0   0.5e0
       5   	  0.5e0  0.5e0
       6   	  1.e0   0.5e0
       7   	  0.e0	  1.e0
       8   	  0.5e0  1.e0
       9   	  1.e0   1.e0
# Element Connectivity:
       1         1	  2	 5     4
       2         2     3     6     5
       3         4     5     8     7
       4         5     6     9     8
# Boundary conditions:
       1   	  1    0.e0	  1    0.e0
       2   	  2    0.e0     2    0.e0
       3   	  2    0.25e0	  2    0.e0
       4   	  1    0.e0	  2    0.e0
       5   	  2    0.e0	  2    0.e0
       6   	  2    0.5e0	  2    0.e0
       7   	  1    0.e0	  2    0.e0
       8   	  2    0.e0	  2    0.e0
       9   	  2    0.25e0	  2    0.e0
# End of file
