A Plate with Applied Pressure Loads                  26-FEB-15
Plane stress
      16        65                     ! No. of Elements, No. of Nodes
      3.e7       0.3 		       ! Young's Modulus, Poisson's Ratio
# Nodes:
       1   	  0.e0	  0.e0
       2   	  0.25e0 0.0625e0
       3   	  0.5e0  0.125e0
       4   	  0.75e0 0.1875e0
       5   	  1.e0	  0.25e0
       6   	  1.25e0 0.3125e0
       7   	  1.5e0  0.375e0
       8   	  1.75e0 0.4375e0
       9   	  2.e0   0.5e0
       10       0.e0	  0.125e0
       11       0.5e0  0.234375e0
       12       1.e0	  0.34375e0
       13       1.5e0  0.453125e0
       14       2.e0   0.5625e0
       15       0.e0	  0.25e0
       16       0.25e0 0.296875e0
       17       0.5e0  0.34375e0
       18       0.75e0 0.390625e0
       19       1.e0   0.4375e0
       20       1.25e0 0.484375e0
       21       1.5e0  0.53125e0
       22       1.75e0 0.578125e0
       23       2.e0   0.625e0
       24       0.e0   0.375e0
       25       0.5e0  0.453125e0
       26       1.e0   0.53125e0
       27       1.5e0  0.609375e0
       28       2.e0   0.6875e0
       29       0.e0   0.5e0
       30       0.25e0 0.531250e0
       31       0.5e0  0.5625e0
       32       0.75e0 0.59375e0
       33       1.e0   0.625e0
       34       1.25e0 0.65625e0
       35       1.5e0  0.6875e0
       36       1.75e0 0.71875e0
       37       2.e0   0.75e0
       38       0.e0   0.625e0
       39       0.5e0  0.671875e0
       40       1.e0   0.71875e0
       41       1.5e0  0.765625e0
       42       2.e0   0.8125e0
       43       0.e0   0.75e0
       44       0.25e0 0.7656250e0
       45       0.5e0  0.78125e0
       46       0.75e0 0.796875e0
       47       1.e0   0.8125e0
       48       1.25e0 0.828125e0
       49       1.5e0  0.84375e0
       50       1.75e0 0.859375e0
       51       2.e0   0.875e0
       52       0.e0   0.875e0
       53       0.5e0  0.890625e0
       54       1.e0   0.90625e0
       55       1.5e0  0.921875e0
       56       2.e0   0.9375e0
       57       0.e0   1.e0
       58       0.25e0 1.e0
       59       0.5e0  1.e0
       60       0.75e0 1.e0
       61       1.e0   1.e0
       62       1.25e0 1.e0
       63       1.5e0  1.e0
       64       1.75e0 1.e0
       65       2.e0   1.e0
# Element Connectivity:
       1         1	  3	 17     15    2      11     16     10
       2         3     5     19     17    4      12     18     11
       3         5     7     21     19    6      13     20     12
       4         7     9     23     21    8      14     22     13
       5         15    17    31     29    16     25     30     24
       6         17    19    33     31    18     26     32     25
       7         19    21    35     33    20     27     34     26
       8         21    23    37     35    22     28     36     27
       9         29    31    45     43    30     39     44     38
       10        31    33    47     45    32     40     46     39
       11        33    35    49     47    34     41     48     40
       12        35    37    51     49    36     42     50     41
       13        43    45    59     57    44     53     58     52
       14        45    47    61     59    46     54     60     53
       15        47    49    63     61    48     55     62     54
       16        49    51    65     63    50     56     64     55  
# Boundary conditions:
       1   	  1    0.e0	  1    0.e0
       2   	  2    0.e0     2    0.e0
       3   	  2    0.e0	  2    0.e0
       4   	  2    0.e0	  2    0.e0
       5   	  2    0.e0	  2    0.e0
       6   	  2    0.e0	  2    0.e0
       7   	  2    0.e0	  2    0.e0
       8   	  2    0.e0	  2    0.e0
       9   	  2    0.e0	  2    0.e0
       10       1    0.e0	  1    0.e0
       11       2    0.e0	  2    0.e0
       12       2    0.e0	  2    0.e0
       13       2    0.e0	  2    0.e0
       14       2    0.e0	  2    0.e0
       15       1    0.e0	  1    0.e0
       16       2    0.e0	  2    0.e0
       17       2    0.e0	  2    0.e0
       18       2    0.e0	  2    0.e0
       19       2    0.e0	  2    0.e0
       20       2    0.e0	  2    0.e0
       21       2    0.e0	  2    0.e0
       22       2    0.e0	  2    0.e0
       23       2    0.e0	  2    0.e0
       24       1    0.e0	  1    0.e0
       25       2    0.e0	  2    0.e0
       26       2    0.e0	  2    0.e0
       27       2    0.e0	  2    0.e0
       28       2    0.e0	  2    0.e0
       29       1    0.e0	  1    0.e0
       30       2    0.e0	  2    0.e0
       31       2    0.e0	  2    0.e0
       32       2    0.e0	  2    0.e0
       33       2    0.e0	  2    0.e0
       34       2    0.e0	  2    0.e0
       35       2    0.e0	  2    0.e0
       36       2    0.e0	  2    0.e0
       37       2    0.e0	  2    0.e0
       38       1    0.e0	  1    0.e0
       39       2    0.e0	  2    0.e0
       40       2    0.e0	  2    0.e0
       41       2    0.e0	  2    0.e0
       42       2    0.e0	  2    0.e0
       43       1    0.e0	  1    0.e0
       44       2    0.e0	  2    0.e0
       45       2    0.e0	  2    0.e0
       46       2    0.e0	  2    0.e0
       47       2    0.e0	  2    0.e0
       48       2    0.e0	  2    0.e0
       49       2    0.e0	  2    0.e0
       50       2    0.e0	  2    0.e0
       51       2    0.e0	  2    0.e0
       52       1    0.e0	  1    0.e0
       53       2    0.e0	  2    0.e0
       54       2    0.e0	  2    0.e0
       55       2    0.e0	  2    0.e0
       56       2    0.e0	  2    0.e0
       57       1    0.e0	  1    0.e0
       58       2    0.e0	  2    0.e0
       59       2    0.e0	  2    0.e0
       60       2    0.e0	  2    0.e0
       61       2    0.e0	  2    0.e0
       62       2    0.e0	  2    0.e0
       63       2    0.e0	  2    0.e0
       64       2    0.e0	  2    0.e0
       65       2    0.e0	  2    0.e0
# Traction:
       4      ! the number of edge which is applied traction
       1      57     58     59     0.e0   -20.e0     0.e0   -20.e0
       2      59     60     61     0.e0   -20.e0     0.e0   -20.e0
       3      61     62     63     0.e0   -20.e0     0.e0   -20.e0
       4      63     64     65     0.e0   -20.e0     0.e0   -20.e0
# End of file
